survey_year,survey_quarter,month_start_date,region,main_activity,region_of_residence,country_of_residence,age_group,LifeStage,transport_type,place_visits,place_spend,sample
2022,QTR 2,01/04/2022,Scottish Borders,Took part in other leisure activities,South East,England,55-64,Older Independents,Private motor vehicle,161971.6255,567401.6816,1
2022,QTR 2,01/04/2022,Scottish Borders,Visited friends or relatives,East Midlands,England,55-64,Older Independents,Private motor vehicle,143497.7784,5739854.272,2
2022,QTR 2,01/04/2022,Stirling & Forth Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",North East,England,16-24,Families,Private motor vehicle,117787.0975,0,1
2022,QTR 2,01/04/2022,Stirling & Forth Valley,"Took part in a health or wellbeing experience (e.g. spa, retreat, gym etc.)",West of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,23581.23413,0,1
2022,QTR 2,01/04/2022,Stirling & Forth Valley,Took part in other leisure activities,South of Scotland,Scotland,25-34,Younger Independents,Bus/Coach/taxi,80158.05246,0,1
2022,QTR 2,01/04/2022,Stirling & Forth Valley,Went sightseeing and exploring areas,North East,England,16-24,Families,Private motor vehicle,117787.0975,0,1
2022,QTR 2,01/04/2022,Stirling & Forth Valley,Went sightseeing and exploring areas,East of Scotland,Scotland,45-54,Families,Private motor vehicle,50582.93345,14276993.23,1
2022,QTR 2,01/04/2022,Stirling & Forth Valley,Went sightseeing and exploring areas,West of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,319916.7909,5123192.222,1
2022,QTR 2,01/04/2022,Stirling & Forth Valley,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,25-34,Families,Private motor vehicle,129576.4197,5391437.295,1
2022,QTR 2,01/05/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",North of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,30637.88048,781956.3877,1
2022,QTR 2,01/05/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",North of Scotland,Scotland,55-64,Older Independents,Other,24729.41215,711598.9119,1
2022,QTR 2,01/05/2022,"Aberdeen, Aberdeenshire & Moray Speyside",Took part in other leisure activities,North of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,16859.01572,63277.18011,1
2022,QTR 2,01/05/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",East of Scotland,Scotland,35-44,Families,Private motor vehicle,104591.1033,1570253.019,1
2022,QTR 2,01/05/2022,"Aberdeen, Aberdeenshire & Moray Speyside",Visited friends or relatives,North of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,21632.18958,1504765.823,1
2022,QTR 2,01/05/2022,"Aberdeen, Aberdeenshire & Moray Speyside",Visited friends or relatives,East of Scotland,Scotland,25-34,Families,Private motor vehicle,39110.53104,2740156.618,1
2022,QTR 2,01/05/2022,"Aberdeen, Aberdeenshire & Moray Speyside",Visited friends or relatives,West of Scotland,Scotland,35-44,Families,Private motor vehicle,52295.55165,6804429.747,1
2022,QTR 2,01/05/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",North of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,18471.46635,813462.7735,1
2022,QTR 2,01/05/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",North of Scotland,Scotland,25-34,Families,Private motor vehicle,129870.3865,1039881.265,2
2022,QTR 2,01/05/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",North of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,63320.0054,1251675.284,1
2022,QTR 2,01/05/2022,Argyll & the Isles,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,25-34,Families,Private motor vehicle,34632.10308,629401.8181,1
2022,QTR 2,01/05/2022,Argyll & the Isles,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,55-64,Older Independents,"Walk, Bicycle",18481.22411,1109853.402,1
2022,QTR 2,01/05/2022,Argyll & the Isles,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,35-44,Families,Private motor vehicle,97432.91068,1828481.549,1
2022,QTR 2,01/05/2022,Argyll & the Isles,Went sightseeing and exploring areas,East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,29745.10023,952684.3885,1
2022,QTR 2,01/05/2022,Argyll & the Isles,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",South East,England,45-54,Families,"Train, underground train, tram",203345.8023,18140316.92,1
2022,QTR 2,01/05/2022,Ayrshire & Arran,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,21684.24206,629398.7531,1
2022,QTR 2,01/05/2022,Ayrshire & Arran,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,35-44,Families,Private motor vehicle,90648.0365,2132111.425,1
2022,QTR 2,01/05/2022,Ayrshire & Arran,Took part in other leisure activities,West of Scotland,Scotland,25-34,Families,"Train, underground train, tram",25974.07731,0,1
2022,QTR 2,01/05/2022,Ayrshire & Arran,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,45-54,Families,Private motor vehicle,41993.67631,0,1
2022,QTR 2,01/05/2022,Ayrshire & Arran,Visited friends or relatives,West of Scotland,Scotland,25-34,Families,Private motor vehicle,44306.57571,0,1
2022,QTR 2,01/05/2022,Ayrshire & Arran,Visited friends or relatives,West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,43891.59753,1098259.656,1
2022,QTR 2,01/05/2022,Ayrshire & Arran,Went sightseeing and exploring areas,West of Scotland,Scotland,55-64,Older Independents,Bus/Coach/taxi,24729.41215,841543.061,1
2022,QTR 2,01/05/2022,Ayrshire & Arran,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,25-34,Families,Private motor vehicle,25974.07731,649925.7904,1
2022,QTR 2,01/05/2022,Dumfries & Galloway,Visited friends or relatives,North Wales,Wales,25-34,Younger Independents,Private motor vehicle,20359.40559,509434.95,1
2022,QTR 2,01/05/2022,Dumfries & Galloway,Visited friends or relatives,North West,England,65-74,Retirement Age,Private motor vehicle,62000.6714,620554.6383,1
2022,QTR 2,01/05/2022,Dumfries & Galloway,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,35-44,Families,Private motor vehicle,52295.55165,7773967.124,1
2022,QTR 2,01/05/2022,Dundee & Angus,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",East of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,42371.31704,848175.2446,1
2022,QTR 2,01/05/2022,Dundee & Angus,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",East of Scotland,Scotland,35-44,Families,Bus/Coach/taxi,55514.6148,3056002.138,1
2022,QTR 2,01/05/2022,Dundee & Angus,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,25-34,Younger Independents,Bus/Coach/taxi,52147.37472,0,1
2022,QTR 2,01/05/2022,Dundee & Angus,Visited friends or relatives,East of Scotland,Scotland,55-64,Older Independents,"Train, underground train, tram",20472.14449,163921.8922,1
2022,QTR 2,01/05/2022,Dundee & Angus,Went sightseeing and exploring areas,East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,59075.43428,1478191.039,1
2022,QTR 2,01/05/2022,Dundee & Angus,Went sightseeing and exploring areas,East of England,England,16-24,Younger Independents,Private motor vehicle,83164.61687,14150479.16,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,35-44,Families,"Train, underground train, tram",52295.55165,5077151.427,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",East of Scotland,Scotland,25-34,Younger Independents,"Walk, Bicycle",25974.07731,329295.7338,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,35-44,Older Independents,"Train, underground train, tram",55514.6148,0,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,25-34,Families,Private motor vehicle,44306.57571,7538774.299,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,Took part in hobbies and interests,East of Scotland,Scotland,25-34,Younger Independents,"Train, underground train, tram",25974.07731,1923780.34,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,Took part in other leisure activities,West of Scotland,Scotland,25-34,Families,"Train, underground train, tram",25974.07731,2599703.162,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West Midlands,England,25-34,Younger Independents,Bus/Coach/taxi,163767.2863,4097800.346,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,Visited friends or relatives,East of Scotland,Scotland,16-24,Families,Private motor vehicle,24286.15336,607690.3996,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,Visited friends or relatives,East of Scotland,Scotland,45-54,Older Independents,Bus/Coach/taxi,34901.0775,1746596.048,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,Visited friends or relatives,West of Scotland,Scotland,35-44,Families,Private motor vehicle,78443.32748,523417.6728,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,Went sightseeing and exploring areas,East of Scotland,Scotland,25-34,Younger Independents,"Train, underground train, tram",22036.13027,330834.067,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,Went sightseeing and exploring areas,East of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,27120.44872,651465.9869,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,Went sightseeing and exploring areas,East of Scotland,Scotland,35-44,Older Independents,"Train, underground train, tram",26870.28533,194981.7295,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,Went sightseeing and exploring areas,East of Scotland,Scotland,25-34,Families,Private motor vehicle,59490.20046,0,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,45-54,Older Independents,Bus/Coach/taxi,34901.0775,157193.6443,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,25-34,Younger Independents,Bus/Coach/taxi,59490.20046,1488569.357,2
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,29745.10023,446570.8071,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,35-44,Families,Bus/Coach/taxi,48716.45534,7801521.277,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,36726.88379,1470373.631,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,45-54,Families,Private motor vehicle,36053.6493,685624.7151,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",North East,England,16-24,Families,Private motor vehicle,270873.4982,3090686.829,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,"Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",West of Scotland,Scotland,16-24,Younger Independents,"Train, underground train, tram",35594.04214,1916991.082,1
2022,QTR 2,01/05/2022,Edinburgh & the Lothians,"Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",East of Scotland,Scotland,55-64,Older Independents,Bus/Coach/taxi,16859.01572,801510.9481,1
2022,QTR 2,01/05/2022,Fife,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,25-34,Families,Private motor vehicle,59075.43428,413893.4909,1
2022,QTR 2,01/05/2022,Fife,Visited friends or relatives,East of Scotland,Scotland,25-34,Younger Independents,"Train, underground train, tram",22036.13027,624173.6063,1
2022,QTR 2,01/05/2022,Fife,Visited friends or relatives,East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,22036.13027,385973.0781,1
2022,QTR 2,01/05/2022,Fife,Visited friends or relatives,East of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,76469.15702,0,1
2022,QTR 2,01/05/2022,Fife,Visited friends or relatives,North of Scotland,Scotland,45-54,Families,Private motor vehicle,32448.28437,0,1
2022,QTR 2,01/05/2022,Fife,Visited friends or relatives,East of Scotland,Scotland,35-44,Families,Private motor vehicle,61275.76097,613299.1276,1
2022,QTR 2,01/05/2022,Fife,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,35-44,Families,Private motor vehicle,104591.1033,2851723.873,1
2022,QTR 2,01/05/2022,Fife,"Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",East of Scotland,Scotland,16-24,Families,Private motor vehicle,24286.15336,607690.3996,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,25-34,Families,Private motor vehicle,34632.10308,7343021.211,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",South West Wales,Wales,16-24,Younger Independents,Private motor vehicle,17798.56703,0,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",South of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,42371.31704,974746.5268,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",South of Scotland,Scotland,55-64,Families,Private motor vehicle,18471.46635,462194.7577,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,44306.57571,3547658.494,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,35594.04214,890637.4498,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,35-44,Families,Private motor vehicle,69053.32998,0,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,25-34,Families,"Train, underground train, tram",29745.10023,744284.6785,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,35-44,Older Independents,Bus/Coach/taxi,26870.28533,322728.3798,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,16-24,Younger Independents,Bus/Coach/taxi,47458.72285,0,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,56657.61342,1417692.099,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,44580.72777,1839993.618,2
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,21684.24206,390661.295,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,39110.53104,1957254.727,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,25974.07731,1169866.423,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,35-44,Families,Private motor vehicle,124567.9448,10309754.23,2
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,25-34,Younger Independents,"Train, underground train, tram",25974.07731,2183750.656,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,22160.2933,0,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,25-34,Families,"Train, underground train, tram",39660.13364,595427.7428,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,16-24,Younger Independents,"Train, underground train, tram",42371.31704,3910087.878,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,22036.13027,1315984.4,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,24216.21756,3926494.177,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,45-54,Families,Private motor vehicle,36160.59829,271444.1612,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Took part in a health or wellbeing experience (e.g. spa, retreat, gym etc.)",North of Scotland,Scotland,35-44,Older Independents,Bus/Coach/taxi,34526.66499,2038873.476,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,Took part in hobbies and interests,East of Scotland,Scotland,25-34,Families,"Train, underground train, tram",25974.07731,1819792.213,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,Took part in hobbies and interests,North East,England,35-44,Families,"Train, underground train, tram",147099.9401,3680748.452,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,Took part in hobbies and interests,South of Scotland,Scotland,45-54,Families,Private motor vehicle,81361.34615,1357220.806,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,Took part in other leisure activities,West of Scotland,Scotland,25-34,Families,"Train, underground train, tram",25974.07731,0,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,Took part in other leisure activities,West of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,16859.01572,770575.4378,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,35-44,Families,Private motor vehicle,152728.7779,2067141.228,2
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,34526.66499,0,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,22160.2933,0,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,27120.44872,787188.0675,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,25-34,Families,"Train, underground train, tram",43891.59753,1889006.609,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,Visited friends or relatives,East of Scotland,Scotland,35-44,Older Independents,"Train, underground train, tram",23844.89521,6109687.776,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,Visited friends or relatives,East of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,35594.04214,6056334.658,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,Visited friends or relatives,East of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,44328.08019,0,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,25-34,Families,Bus/Coach/taxi,44306.57571,598667.3708,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,Visited friends or relatives,East of Scotland,Scotland,25-34,Families,Private motor vehicle,121667.3468,2079089.875,2
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,35-44,Families,Private motor vehicle,90648.0365,680461.093,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,45-54,Families,Private motor vehicle,83987.35261,1092800.482,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,25-34,Families,Private motor vehicle,216752.1066,7906391.123,2
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,65-74,Retirement Age,Bus/Coach/taxi,24618.80208,0,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,29745.10023,297713.8714,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,35-44,Families,Private motor vehicle,45956.82072,176323.4992,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",West of Scotland,Scotland,45-54,Families,Private motor vehicle,167974.7052,1050769.694,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",West of Scotland,Scotland,25-34,Families,Private motor vehicle,25974.07731,311964.3794,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",West of Scotland,Scotland,16-24,Younger Independents,"Train, underground train, tram",35594.04214,1533592.866,1
2022,QTR 2,01/05/2022,Glasgow & Clyde Valley,"Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",West of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,47490.00405,3208408.166,1
2022,QTR 2,01/05/2022,Highlands & Islands,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",East of Scotland,Scotland,25-34,Younger Independents,"Train, underground train, tram",43891.59753,25918927.89,1
2022,QTR 2,01/05/2022,Highlands & Islands,Visited friends or relatives,East of England,England,25-34,Younger Independents,"Train, underground train, tram",89812.98448,684564.8629,1
2022,QTR 2,01/05/2022,Highlands & Islands,Visited friends or relatives,South East,England,16-24,Families,Private motor vehicle,270054.2663,26757366.32,1
2022,QTR 2,01/05/2022,Highlands & Islands,Visited friends or relatives,East Midlands,England,16-24,Younger Independents,"Train, underground train, tram",138601.1839,3468091.779,1
2022,QTR 2,01/05/2022,Highlands & Islands,Went sightseeing and exploring areas,North of Scotland,Scotland,25-34,Younger Independents,"Train, underground train, tram",48167.13478,1205242.549,1
2022,QTR 2,01/05/2022,Perthshire,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,25-34,Younger Independents,Bus/Coach/taxi,22036.13027,2205560.446,1
2022,QTR 2,01/05/2022,Perthshire,Visited friends or relatives,East of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,118840.4741,3501234.932,2
2022,QTR 2,01/05/2022,Perthshire,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,35-44,Families,Private motor vehicle,104591.1033,1283275.743,1
2022,QTR 2,01/05/2022,Perthshire,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",North of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,21632.18958,837183.8626,1
2022,QTR 2,01/05/2022,Scottish Borders,Visited friends or relatives,East of Scotland,Scotland,25-34,Families,Private motor vehicle,51948.15461,259970.3162,1
2022,QTR 2,01/05/2022,Scottish Borders,"Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",West of Scotland,Scotland,65-74,Retirement Age,Bus/Coach/taxi,24618.80208,246405.5868,1
2022,QTR 2,01/05/2022,Stirling & Forth Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",South of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,42371.31704,702520.0193,1
2022,QTR 2,01/05/2022,Stirling & Forth Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,44306.57571,2217286.559,1
2022,QTR 2,01/05/2022,Stirling & Forth Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,25-34,Families,Private motor vehicle,88613.15143,487803.0429,1
2022,QTR 2,01/05/2022,Stirling & Forth Valley,Took part in hobbies and interests,West of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,51336.66628,1042174.679,2
2022,QTR 2,01/05/2022,Stirling & Forth Valley,Took part in hobbies and interests,West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,44306.57571,133037.1935,1
2022,QTR 2,01/05/2022,Stirling & Forth Valley,Took part in other leisure activities,West of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,55961.88939,1260255.265,1
2022,QTR 2,01/05/2022,Stirling & Forth Valley,Visited friends or relatives,East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,59075.43428,1478191.039,1
2022,QTR 2,01/05/2022,Stirling & Forth Valley,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,25-34,Families,Private motor vehicle,66459.86357,953433.2202,1
