survey_year,survey_quarter,month_start_date,region,main_activity,region_of_residence,country_of_residence,age_group,LifeStage,transport_type,place_visits,place_spend,sample
2023,QTR 3,01/07/2023,Dundee & Angus,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",East of Scotland,Scotland,45-54,Families,Bus/Coach/taxi,81008.51958,810801.0999,1
2023,QTR 3,01/07/2023,Dundee & Angus,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",North of Scotland,Scotland,25-34,Families,Private motor vehicle,68231.28438,0,1
2023,QTR 3,01/07/2023,Dundee & Angus,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",East of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,34255.784,0,1
2023,QTR 3,01/07/2023,Dundee & Angus,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",North of Scotland,Scotland,25-34,Younger Independents,"Train, underground train, tram",36962.9565,4513465.898,1
2023,QTR 3,01/07/2023,Dundee & Angus,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,59436.4012,1725178.897,1
2023,QTR 3,01/07/2023,Dundee & Angus,Took part in hobbies and interests,East of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,59436.4012,0,1
2023,QTR 3,01/07/2023,Dundee & Angus,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,35-44,Families,Bus/Coach/taxi,368653.8973,2140082.209,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",East of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,40504.25979,20675428.05,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",East of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,37299.26413,3229237.631,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,36962.9565,25526979.26,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,35833.40263,4052752.911,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,60290.28649,1810307.021,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,35774.07443,3580568.939,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",South of Scotland,Scotland,35-44,Families,Private motor vehicle,38753.09358,0,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,137128.943,3431253.231,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",East of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,46201.12049,231209.7511,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",South of Scotland,Scotland,35-44,Families,Private motor vehicle,38753.09358,193936.706,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,Visited friends or relatives,East of Scotland,Scotland,35-44,Families,Private motor vehicle,193765.4679,0,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,Visited friends or relatives,East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,35833.40263,1183547.31,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,Visited friends or relatives,North of Scotland,Scotland,16-24,Younger Independents,Bus/Coach/taxi,36717.673,771752.5588,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,Visited friends or relatives,East of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,35774.07443,1038364.992,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,Visited friends or relatives,West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,35833.40263,1972578.851,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,Visited friends or relatives,West of Scotland,Scotland,25-34,Families,Bus/Coach/taxi,71666.80526,1793253.501,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,Visited friends or relatives,West of Scotland,Scotland,35-44,Families,Private motor vehicle,73730.77945,6291103.734,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,Went sightseeing and exploring areas,East of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,48945.99229,1420688.186,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,Went sightseeing and exploring areas,South of Scotland,Scotland,25-34,Families,"Train, underground train, tram",86792.42141,3188096.824,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,Went sightseeing and exploring areas,North West,England,45-54,Families,Private motor vehicle,144544.9551,7016625.716,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,65-74,Retirement Age,"Train, underground train, tram",228548.2384,3682878.468,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",North of Scotland,Scotland,55-64,Older Independents,"Train, underground train, tram",46201.12049,2404581.412,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,35-44,Families,Private motor vehicle,53661.11165,805628.0112,1
2023,QTR 3,01/07/2023,Edinburgh & the Lothians,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",North of Scotland,Scotland,25-34,Families,Private motor vehicle,108522.5157,34025782.88,1
2023,QTR 3,01/07/2023,Fife,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,45-54,Older Independents,"Train, underground train, tram",48945.99229,4996903.274,1
2023,QTR 3,01/07/2023,Fife,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",North of Scotland,Scotland,25-34,Families,Private motor vehicle,68231.28438,12292484.95,1
2023,QTR 3,01/07/2023,Fife,Took part in hobbies and interests,East of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,37299.26413,0,1
2023,QTR 3,01/07/2023,Fife,Visited friends or relatives,East of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,44577.3009,0,1
2023,QTR 3,01/07/2023,Fife,Visited friends or relatives,East of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,35774.07443,0,1
2023,QTR 3,01/07/2023,Fife,Visited friends or relatives,East of Scotland,Scotland,25-34,Families,Private motor vehicle,35833.40263,920536.7969,1
2023,QTR 3,01/07/2023,Fife,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,25-34,Families,"Walk, Bicycle",71666.80526,1040087.03,1
2023,QTR 3,01/07/2023,Fife,"Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",East of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,35249.95097,282248.8219,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,37299.26413,0,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,25-34,Younger Independents,"Train, underground train, tram",35833.40263,1811186.036,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,47698.76591,0,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",East of Scotland,Scotland,25-34,Families,"Train, underground train, tram",43396.2107,3952545.109,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,25-34,Families,Bus/Coach/taxi,125928.0631,3417413.764,2
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,25-34,Families,Private motor vehicle,136761.1213,2770531.138,2
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,171899.7669,8209987.223,3
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,35-44,Families,"Train, underground train, tram",34178.97168,992066.1322,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,35833.40263,322785.6301,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",East of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,234776.7738,234984.2553,2
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,45-54,Older Independents,Bus/Coach/taxi,40504.25979,1175661.595,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,81594.82889,2264726.259,2
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,42722.78831,7632757.125,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,35-44,Families,Other,35774.07443,2864455.151,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,"Took part in a health or wellbeing experience (e.g. spa, retreat, gym etc.)",West of Scotland,Scotland,25-34,Families,Bus/Coach/taxi,71666.80526,3586507.001,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,Took part in hobbies and interests,West of Scotland,Scotland,25-34,Younger Independents,"Train, underground train, tram",35833.40263,1255277.45,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,Took part in hobbies and interests,West of Scotland,Scotland,45-54,Older Independents,Bus/Coach/taxi,34255.784,205716.3431,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,Took part in hobbies and interests,East of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,35774.07443,1038364.992,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,Took part in hobbies and interests,West of Scotland,Scotland,35-44,Families,Private motor vehicle,139408.8727,7092001.856,3
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,Took part in hobbies and interests,West of Scotland,Scotland,45-54,Older Independents,"Train, underground train, tram",67517.30691,1959732.263,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,Took part in hobbies and interests,East of Scotland,Scotland,35-44,Families,"Train, underground train, tram",35774.07443,4744253.844,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,Took part in hobbies and interests,North Wales,Wales,16-24,Younger Independents,"Train, underground train, tram",36154.83725,5735606.009,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,Took part in hobbies and interests,West of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,40797.41445,1132363.129,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,Took part in other leisure activities,West of Scotland,Scotland,16-24,Younger Independents,"Train, underground train, tram",44577.3009,1472350.955,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,32787.98833,951691.9665,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,45-54,Older Independents,"Walk, Bicycle",67517.30691,337884.873,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,25-34,Families,Private motor vehicle,65094.31606,662377.065,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,16-24,Families,Private motor vehicle,43730.48925,0,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,183562.9847,4024346.659,4
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,35-44,Families,Bus/Coach/taxi,49153.85297,3640599.62,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,25-34,Families,Bus/Coach/taxi,43396.2107,1051116.392,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,25-34,Younger Independents,"Train, underground train, tram",34115.64219,3414579.152,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,16-24,Families,"Walk, Bicycle",35071.63644,0,1
2023,QTR 3,01/07/2023,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,56963.71775,950234.3137,1
